metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,value,unit,Week,description
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-04,2024-08-04,6.8277856201745095,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-07,2024-08-07,1.2535151298827205,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-11,2024-08-11,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-14,2024-08-14,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-18,2024-08-18,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-21,2024-08-21,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-08-25,2024-08-25,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-02,2024-09-02,0.4221888254062439,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-04,2024-09-04,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-08,2024-09-08,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-11,2024-09-11,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-15,2024-09-15,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-18,2024-09-18,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-22,2024-09-22,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-25,2024-09-25,0.39345050977825446,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-09-29,2024-09-29,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-02,2024-10-02,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-06,2024-10-06,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-09,2024-10-09,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-14,2024-10-14,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-16,2024-10-16,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-20,2024-10-20,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-23,2024-10-23,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-27,2024-10-27,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-10-30,2024-10-30,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-03,2024-11-03,0.8248542263292372,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-06,2024-11-06,2.1710607098378847,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-11,2024-11-11,3.9002725378510426,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-13,2024-11-13,3.7544934983556493,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-17,2024-11-17,2.3526945623932947,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-20,2024-11-20,1.127684944066318,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-11-24,2024-11-24,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-01,2024-12-01,3.631404160922105,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-04,2024-12-04,6.425883538881368,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-08,2024-12-08,11.764538330659466,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-11,2024-12-11,19.088506185315907,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-15,2024-12-15,33.97965834758335,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-18,2024-12-18,43.121520047088985,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-22,2024-12-22,45.218086863415614,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-26,2024-12-26,38.56496004034497,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2024-12-29,2024-12-29,30.788329043519486,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-01,2025-01-01,22.28042684674492,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-05,2025-01-05,13.238154246726616,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-08,2025-01-08,13.317523159119487,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-12,2025-01-12,27.757344333725623,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-15,2025-01-15,46.134282087618345,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-20,2025-01-20,75.06667424960162,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-22,2025-01-22,77.30987160420895,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-26,2025-01-26,57.534496534379066,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-01-29,2025-01-29,34.88331569393048,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-06,2025-02-06,1.4435787840382197,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-09,2025-02-09,1,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-12,2025-02-12,1,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-17,2025-02-17,26.301413442065186,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-19,2025-02-19,61.851739833427786,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-23,2025-02-23,131.60391352916838,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-02-26,2025-02-26,142.62191876155939,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-02,2025-03-02,105.65468580632019,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-05,2025-03-05,57.70416462616638,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-09,2025-03-09,2.9841104514717265,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-12,2025-03-12,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-16,2025-03-16,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-19,2025-03-19,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-23,2025-03-23,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-26,2025-03-26,2.574786611914773,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-03-30,2025-03-30,5.293133451333824,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-02,2025-04-02,5.3304355171306845,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-06,2025-04-06,3.9031014249806595,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-09,2025-04-09,3.0352296402604013,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-13,2025-04-13,2.2774855768322393,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-16,2025-04-16,1.7527537185349489,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-21,2025-04-21,0.8434790188532176,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-23,2025-04-23,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-27,2025-04-27,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-04-30,2025-04-30,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-04,2025-05-04,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-07,2025-05-07,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-11,2025-05-11,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-14,2025-05-14,2.276401372966134,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-18,2025-05-18,5.32159105634301,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-21,2025-05-21,6.494930164211383,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-26,2025-05-26,5.75226455381187,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-05-28,2025-05-28,4.598645303686491,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-01,2025-06-01,1.9594892079688786,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-04,2025-06-04,0.6710881047408773,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-08,2025-06-08,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-11,2025-06-11,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-15,2025-06-15,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-19,2025-06-19,0.6183701424996583,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-22,2025-06-22,0.5905635863075167,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-25,2025-06-25,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-06-29,2025-06-29,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-06,2025-07-06,0.29577561831283794,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-09,2025-07-09,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-13,2025-07-13,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-16,2025-07-16,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-20,2025-07-20,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-23,2025-07-23,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-27,2025-07-27,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-07-30,2025-07-30,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-03,2025-08-03,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-06,2025-08-06,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-10,2025-08-10,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-13,2025-08-13,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-17,2025-08-17,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-20,2025-08-20,0.2002065995739102,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-24,2025-08-24,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-08-27,2025-08-27,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-01,2025-09-01,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-03,2025-09-03,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-07,2025-09-07,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-11,2025-09-11,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-14,2025-09-14,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-17,2025-09-17,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-20,2025-09-20,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-24,2025-09-24,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-09-28,2025-09-28,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-01,2025-10-01,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-05,2025-10-05,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-08,2025-10-08,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-12,2025-10-12,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-15,2025-10-15,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-19,2025-10-19,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-22,2025-10-22,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-26,2025-10-26,0.5511942139696948,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-10-29,2025-10-29,0.5672175719585589,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-02,2025-11-02,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-05,2025-11-05,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-09,2025-11-09,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-12,2025-11-12,1.2452102365020496,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-16,2025-11-16,2.6644675546929055,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-19,2025-11-19,3.4988729389970596,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-23,2025-11-23,4.190647598724719,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-11-30,2025-11-30,4.528641538512085,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-03,2025-12-03,4.471683721243621,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-07,2025-12-07,4.738393791380058,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-10,2025-12-10,6.403477845429903,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-14,2025-12-14,10.702311256522307,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-17,2025-12-17,11.450027690871877,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-21,2025-12-21,6.686021460114,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-22,2025-12-22,5.9745061102756996,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-28,2025-12-28,13.960856075080475,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2025-12-29,2025-12-29,16.38864328769985,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-04,2026-01-04,27.614574187440116,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-07,2026-01-07,26.14301479904549,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-11,2026-01-11,14.031566011696302,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-14,2026-01-14,4.516145435477112,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-18,2026-01-18,0.18636432671493497,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-21,2026-01-21,0.6258226750395403,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-26,2026-01-26,1.4281869457904457,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-01-28,2026-01-28,1.7037749184186262,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-02-01,2026-02-01,2.414628125684171,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-02-04,2026-02-04,2.6655159653969207,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-02-08,2026-02-08,2.2432012747342838,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-02-11,2026-02-11,1.9959191190124235,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-02-15,2026-02-15,2.746307137412845,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-02-18,2026-02-18,4.353401989187544,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-01,2026-03-01,12.165643238810242,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-04,2026-03-04,11.348594148741341,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-08,2026-03-08,6.959898779680023,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-11,2026-03-11,3.633779943193445,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-15,2026-03-15,2.1884208416573316,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-18,2026-03-18,2.5816225592024913,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-22,2026-03-22,3.5568490667023216,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-25,2026-03-25,4.480779743370939,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-03-29,2026-03-29,5.716773682175784,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-01,2026-04-01,5.8393911842455175,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-05,2026-04-05,4.236494929830098,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-08,2026-04-08,2.697275304789204,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-12,2026-04-12,1.53255937304738,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-15,2026-04-15,1.08911468128234,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-20,2026-04-20,0.6177719825234328,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-22,2026-04-22,0.709743056068756,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-26,2026-04-26,1.460584232247839,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-04-29,2026-04-29,1.8065741664411614,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-03,2026-05-03,1.1850598570028412,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-06,2026-05-06,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-10,2026-05-10,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-13,2026-05-13,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-17,2026-05-17,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-20,2026-05-20,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-25,2026-05-25,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-27,2026-05-27,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-05-31,2026-05-31,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-03,2026-06-03,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-07,2026-06-07,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-10,2026-06-10,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-14,2026-06-14,1.0388727804366782,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-17,2026-06-17,3.6136632955313708,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-21,2026-06-21,8.806627138393752,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-24,2026-06-24,10.493807307319479,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-28,2026-06-28,6.486480257194588,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-06-30,2026-06-30,3.7032229675673536,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-05,2026-07-05,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-08,2026-07-08,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-12,2026-07-12,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-15,2026-07-15,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-19,2026-07-19,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-22,2026-07-22,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Allston/Brighton,Daily,2026-07-26,2026-07-26,0,count,0,Allston/Brighton
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-04,2024-08-04,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-07,2024-08-07,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-11,2024-08-11,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-14,2024-08-14,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-18,2024-08-18,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-21,2024-08-21,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-25,2024-08-25,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-08-28,2024-08-28,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-02,2024-09-02,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-04,2024-09-04,1.275886046014788,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-08,2024-09-08,4.747922632114653,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-11,2024-09-11,7.226392875758146,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-15,2024-09-15,8.25270118517306,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-18,2024-09-18,6.976254302292313,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-22,2024-09-22,3.0762895839557824,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-25,2024-09-25,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-09-29,2024-09-29,0,count,0,Back Bay
RSV,rsv wastewater,Neighborhood,Back Bay,Daily,2024-10-02,2024-10-02,0,count,0,Back Bay
